job_id,job_description
75,"### **Summary**

Workplace from Facebook is hiring a Software Engineer, Audio for the Reality Labs team in Charleston, SC. The role involves developing innovative hardware and software solutions that redefine how people interact with virtual and augmented environments.

### **About the Role**

As a Software Engineer, Audio, you will be responsible for analyzing, designing, developing, and debugging real-time AR and VR audio algorithms. You will collaborate with a team across multiple scientific and engineering disciplines, develop software for various consumer devices including AR and VR headsets, write clean and efficient code, and embrace the challenges of AR/VR problem-solving.

### **About You**

**Required:**

- Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
- 5 or more years of C++ experience, including use of C++11 features.
- 2 or more years of experience creating audio software for games or other real-time environments.
- Proven track record of software development experience, including shipping one or more products.
- Problem solving and optimization experience.
- Communication experience and demonstrated experience working across disciplines to drive optimal solutions.
- Experience with web and hardware-accelerated audio rendering APIs.
- Experience with troubleshooting hardware/software interactions.

**Preferred:**

- Experience with one or more game audio engines and middleware: Wwise, FMOD, Unity and/or Unreal.
- 5 or more years of experience creating audio software for games or other real-time environments.
- Background in DSP, audio, acoustics, psychoacoustics, virtual/augmented reality.

### **Benefits**

- Public Compensation: \$70.67/hour to \$208k/year + bonus + equity + benefits."
76,"### **Summary**

Juniper Networks is seeking a Highly Skilled Network Engineer to join their team in Sunnyvale, CA. The role involves leading the design and development of their next-generation stateless packet firewall (AFT) and working on software components for their router systems.

### **About the Role**

As a Highly Skilled Network Engineer, you will be responsible for designing, developing, and testing software components for ZX, BT, BX based fix form factor or chassis system routers. Your daily tasks will include ensuring high-quality code and optimal performance for the AFT solution, collaborating with cross-functional teams to integrate software components, and conducting thorough testing and quality assurance of developed software.

### **About You**

**Required:**

- No specific qualifications mentioned.

**Preferred:**

- No specific qualifications mentioned.

### **Benefits**

- A competitive salary and bonus structure.
- A comprehensive benefits package, including medical, dental, and vision coverage.
- Ongoing training and professional development opportunities."
77,"### **Summary**

Autonomous Solutions is seeking an Embedded Software Engineer to join their team in Peter, UT. The role involves participating in the entire software development life cycle for embedded software operating on unmanned robotic vehicles.

### **About the Role**

As an Embedded Software Engineer, you will be responsible for requirements development, design, implementation, testing, and support of embedded applications. Your duties will include feature development, diagnosis and correction of defects, participation in systems engineering for software integration, and support of fielded systems. You will also adhere to software practices such as writing understandable C and C++ code, continuous refactoring, and following design patterns and SOLID principles.

### **About You**

**Required:**

- Bachelor's degree in Electrical Engineering, Computer Science, Computer Engineering, or related.
- At least 5-7 years of professional experience designing and implementing embedded, real-time software systems using C/C++ for embedded processors.
- Familiarity with large multithreaded embedded applications, running on an RTOS.
- Familiarity with electrical and mechanical systems.
- Ability to work in an open and collaborative team environment.
- Strong interpersonal and communication skills.
- Must be authorized to work in the U.S.

**Preferred:**

- Experience with unit testing, integration testing, and system simulation.
- Knowledge of distributed version control systems.

### **Benefits**

- Commitment to a family-friendly work environment with a strong work/personal life balance.
- Comprehensive compensation plan, culture, benefits, and work environment."
78,"### **Summary**

Capital One is seeking a Senior Software Engineer to join their team in Bloomington, IL. The role involves designing, developing, and deploying cloud-based solutions using Golang, Java, and Angular.

### **About the Role**

As a Senior Software Engineer at Capital One, you will be responsible for collaborating with Agile teams to drive the development of full-stack applications. Your daily tasks will include designing and implementing cloud-based solutions, developing and deploying applications, and utilizing container orchestration services such as Docker and Kubernetes.

### **About You**

**Required:**

- Bachelor's degree in Computer Science or related field.
- At least 3 years of experience in software engineering.
- Strong expertise in Golang, Java, and Angular.
- Proficiency in container orchestration services and AWS tools.
- Excellent collaboration and communication skills.

**Preferred:**

- Experience collaborating with talented professionals from diverse backgrounds and industries.
- Ability to stay at the forefront of technological advancements and innovations.

### **Benefits**

- Competitive salary and performance-based incentives.
- Comprehensive health insurance and retirement plans.
- Flexible work arrangements and professional development opportunities.
- Access to cutting-edge technology and training resources."
79,"### **Summary**

Nabors Industries is seeking a Robotics and Automation Software Engineer for their Early Career Development Program based in Houston, TX. The role involves developing techniques to automate drilling equipment and enhancing the efficiency of drilling processes.

### **About the Role**

As a Robotics and Automation Software Engineer, you will be responsible for:
- Developing techniques to automate drilling equipment to improve safety and efficiency.
- Playing a pivotal role in developing, implementing, and maintaining a digital twin system to streamline quality control processes.
- Participating in the Nabors Early Career Development Program (ECD) to fast track your career through rotational opportunities in key areas of digital technology.

### **About You**

**Required:**

- Full-time position as a Robotics and Automation Software Engineer in Digital Technology.

**Preferred:**

- Not provided.

### **Benefits**

- Access to advance your knowledge and skills in high-profile roles within the ACE (Actively Changing Energy) program.
- Rotational opportunities in key areas of digital technology during the initial 12-18 months of employment to aid in knowledge and career development."
80,"### **Summary**

Brado is seeking a Production-Grade AI System Engineer to join their team in Dallas, TX. The role involves designing and developing a conversational engagement platform leveraging advanced AI capabilities and modern cloud infrastructure.

### **About the Role**

As a Production-Grade AI System Engineer, you will be responsible for bridging the gap between cutting-edge AI capabilities and production-grade, safety-focused AI systems at scale. Your daily tasks will include managing the full development lifecycle, including testing, deployment, and monitoring to ensure reliability and scalability.

### **About You**

**Required:**

- Strong background in software engineering, with a focus on scalable, production-grade systems.
- Expertise in Python, API design, cloud infrastructure, database management, containerization, and AI tools and stacks.

**Preferred:**

- Experience working collaboratively with scientists, engineers, product managers, and internal stakeholders to identify and solve problems efficiently.
- Passion for delivering high-quality standards through rigorous testing, best practices, and thorough documentation.

### **Benefits**

- Comprehensive benefits package, including health care plan, retirement plan, life insurance, paid time off, family leave, short-term and long-term disability, training and development opportunities, and the option to work from home."
81,"### **Summary**

Honeybee Robotics is seeking a Software Systems Architect for Robotics to join their team in Altadena, CA. The role involves supporting the development of robotics and measurement software systems, leading testing and validation efforts, and managing software field deployments.

### **About the Role**

As a Software Systems Architect for Robotics, you will be responsible for developing and maintaining robotic control and measurement software systems for PCs and embedded systems. Your daily tasks will include leading testing and validation of robotics software, managing software field deployments, deriving software system requirements, and interfacing with various teams to drive new product development programs.

### **About You**

**Required:**

- A Bachelor's degree in Computer Science, Robotics, Computer Engineering, Electrical Engineering, or equivalent.
- 5+ years of experience (or 3+ with Master's) in software development for either PC or embedded targets.
- Extensive knowledge of C/C++ development.
- Experience testing frameworks and unit testing.
- Experience with Git version control system.
- Experience reading circuit diagrams and performing basic debugging.
- Experience designing effective software architectures for critical high-reliability systems.
- Capability to write maintainable and responsive multithreaded and multi-process applications.
- Knowledge of digital communication systems (ethernet, USB, async, serial, CAN, SPI, I2C).
- Experience with space flight avionics or ground system software, particularly on planetary exploration missions.
- Knowledge of automated software tests and continuous integration systems.

**Preferred:**

- Experience with using ROS for robotic systems (movement, path planning).
- Experience with MoveIt motion planning framework.
- Experience with ROS2 Control framework.
- Python scripting experience.
- GUI development experience (Qt experience preferred).
- Experience writing code for BLDC motors.
- Knowledge of robotics motion systems (e.g., manipulator kinematics and dynamics).

### **Benefits**

- Competitive salary range based on qualifications.
- Comprehensive benefits package including medical, dental, vision, life insurance, and disability coverage.
- 401(k) plan with immediate vesting and company match, paid time off, and parental leave."
82,"### **Summary**

Apple is seeking a Software Engineer for 3D Applications to join their team in Brentwood, CA. The role involves researching and developing applications for the Apple Vision Pro, a revolutionary spatial computer.

### **About the Role**

As a Software Engineer for 3D Applications, you will be part of a dynamic and creative team exploring a new application paradigm. Your responsibilities will include rapid experimentation and prototyping while maintaining code quality and attention to detail. You will work with advanced technologies in spatial computing and augmented reality (AR) to build graphically intense and highly interactive applications.

### **About You**

**Required:**

- Typically requires a minimum of 6 years of related experience.
- Proficient in one or more of the following languages: C/C++, Objective-C, Swift.
- Proficiency in macOS, iOS, tvOS, or watchOS development.
- Experience with low-level graphics APIs (Metal, OpenGL, DirectX).
- Fundamental knowledge of software engineering technologies, methodologies, and practices.
- Familiarity with 3D math, linear algebra, 3D geometry, graphics, and rendering.

**Preferred:**

- Experience developing AR/VR applications.
- Familiarity with ARKit.
- Experience using iOS frameworks like UIKit, AVFoundation, Core Motion, Core ML, CloudKit, SiriKit, StoreKit, etc.
- Experience with Unix development, daemons, cross-process communication, etc.
- Interest or proficiency in UI/UX design.

### **Benefits**

- Base pay range for this role is between \$143k and \$214k, depending on skills, qualifications, experience, and location.
- Opportunity to become an Apple shareholder through participation in discretionary employee stock programs.
- Eligibility for discretionary restricted stock unit awards and discounts on Apple stock.
- Comprehensive medical and dental coverage, retirement benefits, and reimbursement for certain educational expenses.
- Additional eligibility for discretionary bonuses or commission payments as well as relocation assistance."
83,"### **Summary**

CMCI is seeking a Mobile Application Software Engineer to join their team in Ashburn, VA. The role involves architecting, designing, building, delivering, and enhancing highly available, scalable, real-time systems.

### **About the Role**

As a Mobile Application Software Engineer, you will work collaboratively to determine and recommend the best designs based on customer business objectives, timelines, and resource constraints. You will participate in and/or direct major deliverables of projects through all aspects of the software development lifecycle.

### **About You**

**Required:**

- Expertise in Mobile App Development, particularly with Android and iOS platforms.

**Preferred:**

- No additional qualifications mentioned.

### **Benefits**

- No benefits mentioned."
84,"### **Summary**

Citizens is seeking a Full Stack Software Engineer II for their Generative AI Platforms team in Irving, TX. The role involves building scalable enterprise platforms aligned with technology strategy and supporting various business use cases.

### **About the Role**

As a Full Stack Software Engineer II, you will be responsible for developing and maintaining secure and scalable platforms and applications that enhance customer experience through Generative AI technologies. Your key contributions will include building GenAI services and systems, developing API-driven micro-services, optimizing AI/ML algorithms, and ensuring the reliability and security of backend distributed systems.

### **About You**

**Required:**

- 3+ years in Python, Java, or equivalent programming languages.
- 2+ years on cloud providers such as Azure/GCP/AWS.
- 2+ years of experience building ML services & platforms, feature generation, and feature transformations.
- Familiarity with AI/ML frameworks such as PyTorch/TensorFlow.
- Experience building services using FASTAPI/Flask/Django.
- 2+ years' experience working with backend data systems like Snowflake and Kafka, building data pipelines, and preparing datasets.
- Experience with DevSecOps flows leveraging technologies such as Git, Jenkins, Docker, Kubernetes, EKS, and AKS.
- 2 years of experience writing production code for both frontend and backend of web applications.
- 3 years of experience in IT, preferably at least 1 year in cloud.
- Bachelor's Degree or equivalent combination of education, training, and experience.

**Preferred:**

- Certifications by cloud providers.

### **Benefits**

- Salary range: \$100k–\$140k per year plus an opportunity for an annual discretionary bonus.
- Comprehensive medical, dental, and vision coverage.
- Retirement benefits, maternity/paternity leave, flexible work arrangements, education reimbursement, and wellness programs.
- Paid time off policy exceeds mandatory requirements."
85,"### **Summary**

SnapIT Solutions is seeking a Senior Data Software Engineer to join their team in Kansas City, MO. The role involves collaborating with federal government customers to deliver exceptional user experiences through React frontend development.

### **About the Role**

As a Senior Data Software Engineer, you will be responsible for collaborating with UX and graphic designers, partnering with product owners, analyzing business and technical requirements, developing web-based applications, maintaining unit and automation tests, conducting peer code reviews, and providing technical mentorship to junior developers. You will also be expected to keep up-to-date with emerging technologies and provide on-call support.

### **About You**

**Required:**

- 6+ years of relevant experience in software engineering.
- Bachelor’s degree in STEM (Science, Technology, Engineering, Mathematics) or equivalent experience.
- Strong understanding of frontend development with JavaScript, TypeScript, CSS, and HTML.
- Proficiency in React.js and a commitment to delivering exceptional user experiences.
- Experience with AWS services and security best practices.
- Excellent debugging skills and ability to work independently under tight deadlines.
- Ability to mentor junior staff and collaborate effectively with cross-functional teams.

**Preferred:**

- Experience with lit programming and creating reusable components for design systems.
- Proficiency in multiple programming languages (e.g., Java, Python, JavaScript).
- Expertise in cloud platforms such as AWS, Azure, or Google Cloud.
- Familiarity with centralized application observability and monitoring tools.

### **Benefits**

- Pay: \$130,000.00 - \$150,000.00 per year.
- 401(k) and 401(k) matching.
- Dental insurance.
- Health insurance.
- Paid time off.
- Vision insurance."
86,"### **Summary**

TikTok is seeking a Software Engineer, ML System Architecture to join their team in Seattle, WA. The role involves designing and developing machine learning infrastructure for large-scale systems.

### **About the Role**

As a Software Engineer, ML System Architecture, you will be responsible for:
- Designing and developing machine learning infrastructure for LLM/AIGC.
- Building a large machine learning system integrating GPUs, RDMA networking, and high-performance storage.
- Solving technical problems related to system stability and availability.
- Organizing and coordinating multiple teams to complete system construction, including data center, network, computing, storage, and resource teams.
- Collaborating with a global team across the United States, China, and Singapore.

### **About You**

**Required:**

- Proficiency in 1 to 2 programming languages such as C++/Go/Python/Shell in a Linux environment.
- Understanding of distributed systems principles with experience in design, development, and maintenance of large-scale machine learning systems.
- Familiarity with Kubernetes architecture and experience in system-level development and tuning.
- Excellent logical analysis ability to abstract and split business logic.
- Strong sense of responsibility, good learning ability, communication skills, and self-drive.

**Preferred:**

- Familiarity with ML infrastructure for large model training and inference.
- Experience in AI infrastructure, HW/SW co-design, high-performance computing, or ML hardware architecture (GPU, accelerators, networking).

### **Benefits**

- Base salary range of \$137k–\$237k annually.
- Day one access to medical, dental, and vision insurance.
- 401(k) savings plan with company match.
- Paid parental leave, short-term and long-term disability coverage, and life insurance.
- 10 paid holidays, 10 paid sick days, and 17 days of paid personal time (prorated upon hire with increasing accruals by tenure)."
87,"### **Summary**

U.S. Bank is seeking a Java/Spring Framework Engineer to join their team in Hopkins, MN. The role involves developing and maintaining technology solutions that support the bank's anti-money laundering and sanctions compliance initiatives.

### **About the Role**

As a Java/Spring Framework Engineer, you will be responsible for analyzing and designing software solutions, developing high-quality software using Agile methodologies, collaborating with cross-functional teams, ensuring compliance with security and regulatory requirements, and staying up-to-date with emerging technologies and best practices.

### **About You**

**Required:**

- Bachelor's degree in Computer Science or related field.
- 5+ years of experience in software development using Java/Spring Framework and web-based services.
- Experience with testing frameworks such as Cucumber, Selenium, and Postman.
- Strong communication and collaboration skills.
- Familiarity with DevOps tools such as Git, GitHub, Jenkins, and Kubernetes.

**Preferred:**

Not provided

### **Benefits**

- Salary Range: \$120,000 - \$180,000 per year."
88,"### **Summary**

Oracle is seeking a Principal Software Engineer - Distributed Systems to join their team in Honolulu, HI. The role involves designing and building high-scale, cloud-based data processing systems for a premier health data platform.

### **About the Role**

As a Principal Software Engineer, you will be responsible for accelerating architectural efforts to improve data processing latency, creating comprehensive patient health records, and building a health data lake at massive scale. You will work closely with software engineering teams to provide technical leadership, participate in the entire software lifecycle, and optimize data processing pipelines.

### **About You**

**Required:**

- Bachelor's Degree required.
- Significant experience with distributed systems implementing SaaS/IaaS.
- Experience with modern programming languages such as Java, C#, C++ or Go.
- Deep expertise in technologies and design concepts around Big Data processing, Analytics, relational databases, unstructured storage, Hadoop or similar parallel compute technologies, stream processing, etc.
- Demonstrated competence as a technical lead of a non-trivial SaaS/IaaS project spanning multiple functional areas, involving up to 10 engineers.
- Demonstrated competence in taking ambiguous functional and/or product requirements and partitioning them based on functional alignment.
- Experience with working with technical partners to translate ambiguous requirements into actionable technical requirements and per-component designs.
- Experience with owning all aspects of the development, characterization and deployment of features spanning multiple components.
- 8+ years of relevant experience.
- Public Cloud SaaS, PaaS Services and/or related technology experience, Cloud Engineering Infrastructure Development.

**Preferred:**

- Experience with partnering with managers and other stakeholders to define the technical culture and processes of SW engineering teams.
- Experience with mentoring and growing junior engineers.

### **Benefits**

- Highly competitive suite of employee benefits designed on the principles of parity and consistency.
- Flexible medical, life insurance, and retirement options.
- Encouragement for employees to give back to their communities through volunteer programs."
89,"### **Summary**

Circle is seeking a Manager, Software Engineering to join their team in Chicago, IL. The role involves leading dynamic engineering teams, providing technical direction, and ensuring alignment with company objectives in the financial technology sector.

### **About the Role**

As a Manager, Software Engineering, you will be responsible for running day-to-day activities of engineering teams, designing and maintaining APIs and systems, providing architectural direction, leading agile processes, managing team performance, and coordinating with cross-functional teams. You will also act as an ambassador for the engineering team and manage technical debt to maintain development velocity.

### **About You**

**Required:**

- 3 or more years of experience with technical leadership.
- 7 or more years of experience with software engineering.
- 3 or more years experience coding in one of the following languages: Go, Java, and/or Javascript.
- Hands-on technical manager experienced in designing, building, and deploying secure, scalable products and services.
- Experience managing remote teams.
- Ability to thrive in a fast-paced environment with a high level of autonomy and responsibilities.

**Preferred:**

- Passion for coaching and building leaders within and outside of your team.
- Strong cross-functional collaboration skills and ability to make rigorous decisions and tradeoffs.

### **Benefits**

- Competitive compensation with a base pay range of \$182.5k–\$240k.
- Flexible and diverse work environment that encourages new ideas and stakeholder involvement."
90,"### **Summary**

Apple is seeking a Principal Software Engineer, Source Control Systems Architect to join their team in Cupertino, CA. The role involves designing, implementing, and managing source control systems to enhance the software development lifecycle.

### **About the Role**

As a Principal Software Engineer, you will be responsible for developing and maintaining the architecture of source control systems, leading the integration of various tools with CI/CD pipelines, implementing security best practices, optimizing performance, and overseeing migration projects from legacy systems to modern platforms.

### **About You**

**Required:**

- 10+ years of software development experience.
- Experience in systems architecture and development with a focus on source control systems.
- Familiarity with cloud technologies (AWS, Azure, GCP) for hosting source control solutions.
- Knowledge of containerization and orchestration tools like Docker and Kubernetes.
- Programming skills in scripting or programming languages like Python, Java, Go.

**Preferred:**

- Fast learner with good problem solving and analytical skills.
- Ability to work well in a team and be productive under aggressive schedules.
- Excellent communications skills, self-motivated and well organized.

### **Benefits**

- No benefits listed."
91,"### **Summary**

Meta is seeking a Software Engineer, Systems ML - SW/HW Co-design to join their team in Des Moines, IA. The role involves applying AI infrastructure and hardware acceleration techniques to optimize intelligent ML systems that enhance Meta’s products and experiences.

### **About the Role**

As a Software Engineer, Systems ML - SW/HW Co-design, you will be responsible for solving crucial problems on the web by applying your skills in AI infrastructure. Your daily tasks will include setting project goals, conducting data-driven analysis, driving large efforts across multiple teams, defining use cases, and mentoring other engineers and research scientists.

### **About You**

**Required:**

- Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
- Specialized experience in one or more of the following machine learning/deep learning domains: Hardware accelerators architecture, GPU architecture, machine learning compilers, or ML systems, AI infrastructure, high performance computing, performance optimizations, or Machine learning frameworks (e.g. PyTorch), numerics and SW/HW co-design.
- Experience developing AI-System infrastructure or AI algorithms in C/C++ or Python.
- Degree must be completed prior to joining Meta.

**Preferred:**

- Master/PhD degree in Computer Science, Computer Engineering.
- Experience with distributed systems or on-device algorithm development.
- Experience with recommendation and ranking models.
- Experience collaborating with other teams in a fast-paced environment.

### **Benefits**

- \$56.25/hour to \$173k/year + bonus + equity + benefits."
92,"### **Summary**

Splunk is seeking a Sr Software Engineer (Back-end), Observability to join their team in Virginia. The role involves designing and developing large-scale distributed systems and tools to enhance observability for their customers.

### **About the Role**

As a Sr Software Engineer, you will work within a multi-functional team to implement and design systems that empower customers to detect and resolve infrastructure and application issues. Your responsibilities will include leading the design and development of major customer-facing features, collaborating with product owners and designers, mentoring junior engineers, and participating in operational duties to ensure stable service delivery.

### **About You**

**Required:**

- BS EE or CS degree, or equivalent training or work experience with 8+ years related experience (or Masters and 6+ years related experience or PhD and 3+ years experience).
- Experience building and designing complex large-scale backend systems.
- Experience with DevOps practices and comfortability operating your own systems.
- Strong communication skills, both verbal and written.
- Leadership and mentoring skills and the ability to work with engineers and non-engineers of various skill levels.
- Proficiency in any modern languages like Go (Preferred), Python, Java, or similar.
- Experience developing cloud native applications in Kubernetes, Openshift, or server clusters in distributed environments in AWS, GCP clouds, or on-prem clusters.
- Experience working with cloud native technologies/frameworks like gRPC, REST, Websockets.
- Familiarity with Observability concepts and ecosystems such as OpenTelemetry, Prometheus, Grafana, etc.
- Experience with relational and non-relational databases.

**Preferred:**

- None specified.

### **Benefits**

- Base Pay Range: \$139k–\$240k per year, depending on location and experience.
- Flexibility and choice in working arrangements, including remote and/or in-office roles.
- Eligibility for incentive compensation and potential equity or long-term cash awards.
- Competitive benefits package including medical, dental, vision, a 401(k) plan and match, paid time off, and more."
93,"### **Summary**

SynergisticIT is seeking a Software Engineer - Data Analytics to join their team in Dallas, TX. The role involves designing and developing software applications that analyze and interpret complex data sets.

### **About the Role**

As a Software Engineer - Data Analytics, you will be responsible for designing and developing software applications that analyze and interpret complex data sets. You will work closely with our clients to understand their needs and develop solutions that meet their requirements.

### **About You**

**Required:**

- Bachelor's degree or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, or IT.
- Experience in programming languages such as Java, Python, and C++.
- Knowledge of machine learning algorithms, data visualization tools, and cloud computing platforms.

**Preferred:**

Not provided.

### **Benefits**

- Salary: \$90,000 - \$130,000 per year, depending on experience.
- Competitive salary and benefits package, including access to training and development opportunities.
- Comprehensive benefits package, including health insurance, retirement savings plan, and paid time off.
- Opportunities for professional growth and development through training and education programs."
94,"### **Summary**

Ironclad is seeking a Staff Software Engineer - AI Incubation to join their team in San Francisco, CA. The role involves working cross-functionally to identify business problems and architect, build, and verify solutions for their contract lifecycle management platform.

### **About the Role**

As a Staff Software Engineer at Ironclad on the AI Incubation team, you will collaborate with product managers, designers, and other engineers to spec, design, and build features and systems. Your responsibilities will include partnering with quality engineers to define and maintain testing strategies, leading technical discussions, mentoring team members, and designing data-intensive solutions to help Ironclad scale.

### **About You**

**Required:**

- At least 5+ years of software experience architecting, building, launching, and maintaining complex systems (a formal degree is not required, prioritizing industry experience).
- Leadership across teams and a drive towards improving overall technical architecture and achieving company-wide goals.
- Passion for software engineering to build and ship great products.
- Hands-on experience shipping valuable products to production with real user feedback.
- A high bar for quality.
- Strong cross-team communication and collaboration skills.
- Strong software engineering fundamentals: modularity, abstraction, data structures, and algorithms.

**Preferred:**

- Optional experience in taking products from 0 to 1.
- Optional experience in building products powered by GenAI or ML.
- Optional experience in prompt engineering.
- Ironclad’s Values: drive, intent, integrity, and empathy.

### **Benefits**

- Health, dental, and vision insurance.
- 401k.
- Wellness reimbursement.
- Take what you need vacation policy.
- Generous parental leave for both primary and secondary caregivers.
- Base Salary Range: \$190k–\$210k for Staff Software Engineer; \$215k–\$240k for Senior Staff Software Engineer."
95,"### **Summary**

Netflix is seeking a Software Engineer L4/L5 for their Model Serving Systems within the Machine Learning Platform team in Los Gatos, CA. The role focuses on developing scalable systems for machine learning model computation and serving.

### **About the Role**

As a Software Engineer, you will be part of the Consumer ML Model Compute & Serving Systems team, responsible for building the infrastructure required to run ML models at scale. You will collaborate with engineers, product management, and data teams to enhance Netflix’s ML/AI initiatives. Your work will significantly impact the consumer experience by optimizing model serving and computation.

### **About You**

**Required:**

- Experience building high-traffic distributed systems and ML infrastructure.
- Experience supporting large-scale ML models with a direct impact on customer experience.
- Proficiency in an object-oriented programming language, with a requirement to learn and code in Java.
- Strong DevOps experience, including performance tuning, managing deployments, and capacity planning.
- Experience with public cloud services like AWS, Azure, or GCP.
- Proactive communication skills and a strong bias towards action.
- BS/MS in Computer Science, Applied Math, Engineering, or a related field.

**Preferred:**

- Curiosity about discovering new and better ways to solve problems.
- Self-driven and motivated to deliver high-quality, well-tested code.
- Excitement to work in a multidisciplinary environment.
- Comfort in a majority-remote team setting.

### **Benefits**

- Annual salary compensation structure with no bonuses; salary range is \$100k–\$464k.
- Choice each year between salary and stock options.
- Comprehensive benefits including health plans, mental health support, 401(k) with employer match, stock options, and paid leave.
- Full-time hourly employees accrue 35 days annually for paid time off; salaried employees receive flexible time off."
96,"### **Summary**

Lockheed Martin is seeking a Software Engineer (DevSecOps) to join their team in Orlando, FL. The role involves designing, developing, and implementing CI/CD pipelines for MFC programs using DevSecOps methodologies and technologies.

### **About the Role**

As a Software Engineer, your responsibilities will include but are not limited to:
- Design, develop, and implement CI/CD pipelines for MFC programs using DevSecOps methodologies and technologies.
- Collaborate with cross-functional teams to ensure seamless integration of CI/CD pipelines with existing development workflows.
- Ensure compliance with security best practices and regulatory requirements throughout the software development lifecycle.

### **About You**

**Required:**

- Ability to obtain a secret security clearance. Must be a US Citizen.
- Proven experience with DevSecOps methodologies and technologies.
- Proven experience implementing and configuring CI/CD software development pipelines using GitLab CI.
- Proven experience of Python programming language and YAML/JSON data formats.
- Proven experience with container management software, including Docker, Kubernetes, or OpenShift.

**Preferred:**

- Experience in C/C++ multi-threaded development for embedded systems.
- Proficiency in C# programming language.
- Experience with Linux operating systems and scripting languages.
- Familiarity with Agile Software Development methodologies and practices.
- Experience with Azure Cloud Infrastructure.
- Experience with Infrastructure as Code (IaC) tools, such as Terraform or Ansible.
- Familiarity with Nexus repository management and artifact management.
- Experience with Windows operating systems and Web App Development using Javascript/Typescript.
- Familiarity with Secure Software Supply Chain.

### **Benefits**

- Flexible work schedules to comprehensive benefits investing in your future and security.
- Schedules range from standard 40 hours over a five-day work week while others may be condensed.
- These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.
- Relocation Available: Possible."
97,"### **Summary**

Benjamin Moore is seeking a Chief Software Architect to join their team in Montvale, NJ. The role involves designing and developing software solutions using cutting-edge technologies.

### **About the Role**

As a Chief Software Architect, you will be responsible for designing and developing software solutions to meet business requirements, collaborating with cross-functional teams to deliver high-quality products, and maintaining and improving existing software systems.

### **About You**

**Required:**

- A bachelor's degree in engineering or a related field.
- No less than 5 years of experience in software development.
- Expertise in C#, WPF, and SQLite/SQL Server.

### **Benefits**

- At BENJAMIN MOORE, we offer a dynamic work environment and competitive compensation package to our employees."
98,"### **Summary**

RTX is seeking a Principal Java/C++ Software Engineer to join their team in Fort Wayne, IN. The role involves designing, developing, testing, delivering, and maintaining software for cutting-edge defense programs.

### **About the Role**

As a Principal Java/C++ Software Engineer, you will be responsible for collaborating with talented teams of engineers, architects, and leaders in an Agile environment. Your daily tasks will include functional analysis of real-world and test data, and collaboration with customers to bring new capabilities to the warfighter. You will work onsite in Fort Wayne, IN as part of the Software Development Team.

### **About You**

**Required:**

- Typically requires a Bachelor's degree in Science, Technology, Engineering or Mathematics (STEM) and 8 years of relevant software engineering experience.
- Experience developing software using Java and/or C++.
- Active and transferable U.S. government issued security clearance is required prior to start date.
- U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance.

**Preferred:**

- Experience developing software using Realtime Java Environments.
- Experience with C++ and Java Unit Test Frameworks.
- Software development lifecycle experience using an Agile methodology.
- Experience with Atlassian, Test Automation, DevSecOps, and CI/CD processes.
- Experience with tools such as Confluence, VS Code, Jira, Jenkins, and Junit.
- Experience in system design, development, integration/verification, production, and sustainment.
- Experience across the product development life cycle.
- Excellent communications skills, verbal and written, with technical, customer and leadership audiences.
- Self-motivated.
- Proven ability and desire to facilitate career growth and knowledge transfer.
- Proven ability to develop technical solutions to complex issues.
- Familiarity with DOORS, and MS Office.

### **Benefits**

- Total rewards package that includes compensation, healthcare, wellness, retirement, and work/life benefits; career development and recognition programs.
- Benefits include parental (including paternal) leave, flexible work schedules, achievement awards, educational assistance, and child/adult backup care.
- Salary range: \$96k–\$200k."
99,"### **Summary**

Amazon is seeking an Embedded Software Development Engineer, DeviceOS Software to join their team in Austin, TX. The role involves system architecture and development of new features for embedded systems across multiple product and technology spaces.

### **About the Role**

As an Embedded Software Development Engineer, you will be responsible for:
- System architecture and development of new features for embedded systems across multiple product and technology spaces (Alexa devices, IoT devices, etc.).
- Joining a team whose mission is to support state-of-the-art technologies via flexible software architectures, OS and Hardware Platform abstraction, testability, and scalability across multiple device types.
- Diving into ambiguous problem spaces and meticulously distilling design choices, trade-offs, and priorities.
- Investigating, prototyping, and delivering new and innovative system solutions, participating in design reviews, API development, and documentation.
- Sharing best practices, influencing and aligning teams, and being a technical ambassador for software reuse across the wider Amazon organization.

### **About You**

**Required:**

- 3+ years of non-internship professional software development experience.
- 2+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience.
- Experience programming with at least one software programming language.

**Preferred:**

- 3+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations experience.
- Bachelor's degree in computer science or equivalent.

### **Benefits**

- The base pay for this position ranges from \$129k–\$224k per year.
- Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits."
